bw_method,kernel,p_order,year,spec,coef,se,p_value,n_treat,n_control,bw_left,bw_right,slope_coef,elevation_coef,pc_black_coef
mserd,triangular,1,1900,1,-0.013631465054780634,0.14852494405936634,0.9268736601545,419,395,138.74710436940163,138.74710436940163,NA,NA,NA
msetwo,triangular,1,1900,1,-0.12204967701090386,0.15501251666695487,0.43107484808939256,663,417,151.6573844753555,234.9813623447199,NA,NA,NA
msesum,triangular,1,1900,1,-0.12051872658099594,0.15564702247232864,0.438748704664399,580,516,197.77077111413956,197.77077111413956,NA,NA,NA
cerrd,triangular,1,1900,1,-0.0035929308842002072,0.14612678418756717,0.9803837792611391,356,340,115.37744799161091,115.37744799161091,NA,NA,NA
certwo,triangular,1,1900,1,-0.10437729769790849,0.15403867431539164,0.4980224970406839,573,369,126.1132048079551,195.40263586866467,NA,NA,NA
cersum,triangular,1,1900,1,-0.07649629883859888,0.15251784736322987,0.6159796119550736,495,441,164.4595536763837,164.4595536763837,NA,NA,NA
mserd,uniform,1,1900,1,0.012516090170024086,0.14948729918487932,0.9332736647590761,347,331,111.07757683106801,111.07757683106801,NA,NA,NA
msetwo,uniform,1,1900,1,-0.33115444176290865,0.16625556469801384,0.04638864376207163,536,490,188.18968650487088,180.30142335636438,NA,NA,NA
msesum,uniform,1,1900,1,-0.13385602387920947,0.16806332908259117,0.42576366231354185,441,407,147.1437276239711,147.1437276239711,NA,NA,NA
cerrd,uniform,1,1900,1,0.002246141263251289,0.14909361083348383,0.9879800775159042,297,282,92.36839501702089,92.36839501702089,NA,NA,NA
certwo,uniform,1,1900,1,-0.2189565188157614,0.16913734910735626,0.19547599286338943,452,427,156.4922444036368,149.9326287972612,NA,NA,NA
cersum,uniform,1,1900,1,-0.0467937015562212,0.15618738375423155,0.7644824727887436,377,359,122.35979884687595,122.35979884687595,NA,NA,NA
mserd,epanechnikov,1,1900,1,0.005011291494602332,0.14745134133399432,0.9728882594287218,382,361,124.44830171495914,124.44830171495914,NA,NA,NA
msetwo,epanechnikov,1,1900,1,-0.17706855241742403,0.15876474114171005,0.2647266434414978,627,448,168.42437493445695,218.1621998659005,NA,NA,NA
msesum,epanechnikov,1,1900,1,-0.0843998887012738,0.15707752534223285,0.5910510212185209,500,443,166.60402802863675,166.60402802863675,NA,NA,NA
cerrd,epanechnikov,1,1900,1,-0.010006031065655563,0.148619176881889,0.946321662669249,327,316,103.48704229915832,103.48704229915832,NA,NA,NA
certwo,epanechnikov,1,1900,1,-0.1373908417923566,0.15676740871209158,0.38081301769978587,539,397,140.0560728660898,181.41638330518128,NA,NA,NA
cersum,epanechnikov,1,1900,1,-0.023517792945626503,0.15119222160044407,0.8763885585073168,419,395,138.54233330801023,138.54233330801023,NA,NA,NA
mserd,triangular,2,1900,1,0.00873438564073048,0.15392591399795383,0.9547490532643538,676,599,239.5367134836163,239.5367134836163,NA,NA,NA
msetwo,triangular,2,1900,1,0.008474123021620983,0.15431024687958872,0.9562052739352932,684,613,246.87731067206454,244.5092204685425,NA,NA,NA
msesum,triangular,2,1900,1,-0.00447270321201465,0.1555370198412104,0.9770587796147306,716,630,258.5008899266226,258.5008899266226,NA,NA,NA
cerrd,triangular,2,1900,1,0.055821942610144504,0.15378746388108608,0.7166190038283156,572,504,194.01075305512208,194.01075305512208,NA,NA,NA
certwo,triangular,2,1900,1,0.055665881213654345,0.1536622358338238,0.7171567755160773,580,518,199.95620821184303,198.0381934031478,NA,NA,NA
cersum,triangular,2,1900,1,0.04436479481439015,0.15341695204680042,0.7724452290144505,605,534,209.3706287888664,209.3706287888664,NA,NA,NA
mserd,uniform,2,1900,1,-0.04612186601978152,0.160309510441236,0.7735724748597059,632,562,219.98551430041508,219.98551430041508,NA,NA,NA
msetwo,uniform,2,1900,1,-0.07985291670830463,0.1654802791560611,0.6294135373136323,710,572,227.40637625242147,254.77368270843618,NA,NA,NA
msesum,uniform,2,1900,1,-0.0677673765434399,0.1658092884294546,0.6827548745163439,673,596,238.88541651539654,238.88541651539654,NA,NA,NA
cerrd,uniform,2,1900,1,0.0545837239136695,0.1631874554660777,0.7380137565513916,533,470,178.17542317395547,178.17542317395547,NA,NA,NA
certwo,uniform,2,1900,1,-0.005446349404699902,0.16102603810982002,0.9730184648604733,603,478,184.1858881030626,206.3518085475914,NA,NA,NA
cersum,uniform,2,1900,1,-0.0041575983376915815,0.16181985810262361,0.9795024008030497,571,502,193.48324053552048,193.48324053552048,NA,NA,NA
mserd,epanechnikov,2,1900,1,6.723625356972462e-4,0.15610862702311065,0.996563508128186,659,579,232.1239275861774,232.1239275861774,NA,NA,NA
msetwo,epanechnikov,2,1900,1,-0.0012155689414878879,0.15661691063501174,0.9938073484555593,669,584,234.87795752892347,237.30884263484427,NA,NA,NA
msesum,epanechnikov,2,1900,1,-0.014907831273610839,0.15767949752215676,0.9246761209058315,696,614,247.46329066029077,247.46329066029077,NA,NA,NA
cerrd,epanechnikov,2,1900,1,0.06518722848266201,0.15561082685955477,0.6752805135227069,556,489,188.0068292587105,188.0068292587105,NA,NA,NA
certwo,epanechnikov,2,1900,1,0.06208974339663342,0.15567193782320843,0.6900037753815482,565,494,190.23743272386602,192.20630773735087,NA,NA,NA
cersum,epanechnikov,2,1900,1,0.05080930492488456,0.15573637791479678,0.7442337006726054,588,520,200.4308177910497,200.4308177910497,NA,NA,NA
mserd,triangular,1,1900,2,0.08408117843543197,0.14309815377387247,0.5568162784000013,380,361,123.78403477589816,123.78403477589816,-0.06807495478100825,4.054589462984296e-4,NA
msetwo,triangular,1,1900,2,0.009845442486474964,0.13344039115193357,0.9411841865378302,632,376,129.4109028028329,219.8976140365764,-0.07116647282950869,5.772663065295948e-4,NA
msesum,triangular,1,1900,2,0.06027984050807547,0.14017467332764094,0.6671710902756937,484,432,159.29274951597412,159.29274951597412,-0.06831180320938618,3.980405534017382e-4,NA
cerrd,triangular,1,1900,2,0.06553663302924381,0.14907283124384105,0.660206351805405,327,315,102.93466014630269,102.93466014630269,-0.0690960893933967,5.082591552976361e-4,NA
certwo,triangular,1,1900,2,-9.127634309524608e-4,0.13912323766052456,0.9947652553464895,545,327,107.61377526069707,182.859495643497,-0.0737155411285937,7.055527030724034e-4,NA
cersum,triangular,1,1900,2,0.07717240493253966,0.14237404106895654,0.5877910487387176,404,382,132.4625188125594,132.4625188125594,-0.06788707573663279,3.922181907557256e-4,NA
mserd,uniform,1,1900,2,0.09193653310754445,0.15166204459288807,0.5443863233719037,283,271,86.66207563612596,86.66207563612596,-0.07073041821927042,4.931931885897847e-4,NA
msetwo,uniform,1,1900,2,-0.0373842906335205,0.14394868188546558,0.7950908092269258,485,272,88.76456235668421,160.1956699331553,-0.0759813744500972,7.194179539060292e-4,NA
msesum,uniform,1,1900,2,0.040222184172270435,0.14348839042350428,0.779234581780803,394,377,129.9343859492958,129.9343859492958,-0.06559334891995545,2.8671576524367994e-4,NA
cerrd,uniform,1,1900,2,0.03191281903337372,0.1558253810238564,0.8377294851051552,245,225,72.06528143413459,72.06528143413459,-0.07221424805331672,5.639108720643e-4,NA
certwo,uniform,1,1900,2,0.013604555006491506,0.15264390508437917,0.9289817000380697,407,229,73.81363901865336,133.21335720985326,-0.07834521414461292,0.0010367831271856378,NA
cersum,uniform,1,1900,2,0.09751618130797049,0.14334924090389436,0.49633354647050587,339,328,108.04908632380007,108.04908632380007,-0.06382157590753502,9.657871670227082e-5,NA
mserd,epanechnikov,1,1900,2,0.08659139108849834,0.14292714974548396,0.5446191154852963,356,340,115.2419968610674,115.2419968610674,-0.06881044670999123,3.9731426695366356e-4,NA
msetwo,epanechnikov,1,1900,2,0.005181883549264011,0.13427749445635645,0.9692165921446831,596,349,118.90203576089284,204.1918000751096,-0.07181126280450947,5.926223308222996e-4,NA
msesum,epanechnikov,1,1900,2,0.06821204714619614,0.1424063054365491,0.6319414919288939,437,406,145.98780338771743,145.98780338771743,-0.06804250185466465,3.762782697198227e-4,NA
cerrd,epanechnikov,1,1900,2,0.05076168576172954,0.15276375561487793,0.7396711926224399,302,291,95.83138732673599,95.83138732673599,-0.07052872027701651,5.407452857199794e-4,NA
certwo,epanechnikov,1,1900,2,-0.009870899464740287,0.1435977635893051,0.9451966379850985,510,299,98.87495317073072,169.79906644217465,-0.07560519874843948,7.905648011760514e-4,NA
cersum,epanechnikov,1,1900,2,0.07921927566996825,0.1426896191598888,0.5787674593335246,373,358,121.39857094192796,121.39857094192796,-0.06835749794890963,3.686747737540294e-4,NA
mserd,triangular,2,1900,2,0.06281963684163988,0.149762115646929,0.6748779338337703,698,613,248.38092111797638,248.38092111797638,-0.06649862809224413,3.872704075174329e-4,NA
msetwo,triangular,2,1900,2,0.04038809715333933,0.1455625228062518,0.7814252303144347,828,601,240.48961600605904,316.1452698462994,-0.06649566272555588,3.9497951696712704e-4,NA
msesum,triangular,2,1900,2,0.04130789863011004,0.14870271973018703,0.7811747548142685,754,665,277.105202606263,277.105202606263,-0.06576420301242833,3.6043844113772187e-4,NA
cerrd,triangular,2,1900,2,0.09679722410239983,0.1556208023692677,0.5339372834059442,591,521,201.17404488777646,201.17404488777646,-0.06666922655032506,3.647200740249403e-4,NA
certwo,triangular,2,1900,2,0.046770452356282,0.1502241468922848,0.7555438493515634,713,508,194.78254846501397,256.05921107325594,-0.06752943504076139,4.3673405022710333e-4,NA
cersum,triangular,2,1900,2,0.07397484468021194,0.15195496626536484,0.6263852987812286,642,566,224.43903588420238,224.43903588420238,-0.06664518646080031,3.822125793377432e-4,NA
mserd,uniform,2,1900,2,0.05769499731348557,0.15215007677287423,0.7045408732314384,591,521,201.04185778584704,201.04185778584704,-0.06487722462593457,3.937938052995637e-4,NA
msetwo,uniform,2,1900,2,0.029941762920928306,0.152005476970301,0.8438446093947527,726,450,171.07721146511577,264.46512182885783,-0.06457575370671897,3.273691824206863e-4,NA
msesum,uniform,2,1900,2,0.03607922574626341,0.15095886579659032,0.8111052908733903,606,533,209.70962859877747,209.70962859877747,-0.06532934476767344,4.1358498495009744e-4,NA
cerrd,uniform,2,1900,2,0.14852363740298616,0.16490667467040945,0.3677730191829855,492,438,162.83216738423164,162.83216738423164,-0.06490836373688505,2.619855512254888e-4,NA
certwo,uniform,2,1900,2,0.018966403609619223,0.14994498423406286,0.8993447898606265,617,395,138.56255328971793,214.20130842005864,-0.06423785837791425,3.575356103242026e-4,NA
cersum,uniform,2,1900,2,0.11089746163943526,0.16034225669054894,0.4891699258444054,511,447,169.852555692435,169.852555692435,-0.065870203058080945,3.070902300538298e-4,NA
mserd,epanechnikov,2,1900,2,0.0724704420607609,0.1516842723199458,0.6328127553399285,648,572,227.64288531272877,227.64288531272877,-0.06637377440644684,3.7851651952352703e-4,NA
msetwo,epanechnikov,2,1900,2,0.034494810538181014,0.14837595575349632,0.8161632914676055,778,564,221.00799117952468,292.3038323919877,-0.06614646536411663,3.838667879879883e-4,NA
msesum,epanechnikov,2,1900,2,0.03978236086215854,0.15011017863395704,0.7909932268745347,710,625,254.85555906006027,254.85555906006027,-0.06590743939696875,3.7480574948475873e-4,NA
cerrd,epanechnikov,2,1900,2,0.11597234521352327,0.158533844629228,0.4644551719292856,549,478,184.37744663380832,184.37744663380832,-0.06644931160936493,3.324454031019275e-4,NA
certwo,epanechnikov,2,1900,2,0.043349555137227824,0.15160753179400321,0.7749296464827703,668,472,179.00356975078938,236.7490386693752,-0.06691349375231838,4.1074190070014105e-4,NA
cersum,epanechnikov,2,1900,2,0.08718052238938906,0.15535539197417245,0.5746828057389151,603,529,206.41812361222168,206.41812361222168,-0.06638312787482435,3.565806542252484e-4,NA
mserd,triangular,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,triangular,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,triangular,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,triangular,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,triangular,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,triangular,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,uniform,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,uniform,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,uniform,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,uniform,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,uniform,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,uniform,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,epanechnikov,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msetwo,epanechnikov,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msesum,epanechnikov,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cerrd,epanechnikov,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
certwo,epanechnikov,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cersum,epanechnikov,2,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mserd,triangular,1,1900,4,0.06302561051487393,0.14351919487099818,0.6605571120876584,356,340,116.02020293287471,116.02020293287471,-0.0615685678283279,0.013843566539596334,8.177588083380439e-4
msetwo,triangular,1,1900,4,-0.00976113451080768,0.13108748968980247,0.9406421828486052,574,372,127.12280722401168,196.84853344742677,-0.06750376706311727,0.007995601132743856,8.448175067682828e-4
msesum,triangular,1,1900,4,0.0043686993473192335,0.13512980064814611,0.9742091631693431,524,463,174.73861246515096,174.73861246515096,-0.06456992777084095,0.008616176082578867,6.701219464812886e-4
cerrd,triangular,1,1900,4,0.04244156466769166,0.1539066902070731,0.7827311316977629,302,292,96.47851744872868,96.47851744872868,-0.06215745665809706,0.015290565310753235,9.754879377824788e-4
certwo,triangular,1,1900,4,-0.011473697904354084,0.13936895159047638,0.9343874248331194,491,321,105.71107156215776,163.6926517009467,-0.06831201354013294,0.010800404725510342,0.0010607450090655824
cersum,triangular,1,1900,4,0.033389908461340434,0.13958279001242918,0.8109410309078239,434,406,145.30678145287737,145.30678145287737,-0.06240946476754952,0.011219308093155786,7.295497605773044e-4
mserd,uniform,1,1900,4,0.04165926134243294,0.14918597719359572,0.7800577212827293,289,273,89.53225455449754,89.53225455449754,-0.06452771920430633,0.015327871436774977,9.540448961307812e-4
msetwo,uniform,1,1900,4,-0.022769753930578777,0.14284301888027895,0.8733505581614961,446,272,87.33879433019801,148.72775462816023,-0.07086261009698616,0.008945667592535532,0.001189156964653027
msesum,uniform,1,1900,4,0.028443964193396076,0.1418747860919134,0.8411001983826581,374,358,121.49125724469567,121.49125724469567,-0.06095842166807944,0.009516118482490472,5.217307145088444e-4
cerrd,uniform,1,1900,4,0.030741493218067246,0.15652742080178594,0.8442995574178849,251,231,74.45202615494237,74.45202615494237,-0.06296726283947345,0.017659519646822157,0.0010650207188661563
certwo,uniform,1,1900,4,-0.021880824239022295,0.15112830125291601,0.8848821243732621,379,227,72.62801804968494,123.67702268461856,-0.0718381598397178,0.010873109307408096,0.0012511593377019983
cersum,uniform,1,1900,4,0.05301677367549263,0.13992128265524664,0.704758941478912,321,306,101.02806309287267,101.02806309287267,-0.061831856059953616,0.011876289520043045,6.540242784689927e-4
mserd,epanechnikov,1,1900,4,0.0545435777870657,0.14564478869800007,0.7080343769393561,333,321,105.87284663428709,105.87284663428709,-0.06223185850236963,0.014986516214271774,8.839032398048055e-4
msetwo,epanechnikov,1,1900,4,-0.020930391893578804,0.13168278518045626,0.8737117780442332,544,340,115.97799836077387,183.09725073128206,-0.06846644456700604,0.008194981170382455,8.865899551023272e-4
msesum,epanechnikov,1,1900,4,-0.020211826491123852,0.13513347837965822,0.8811043914657304,508,447,168.97971766682474,168.97971766682474,-0.06471007466627869,0.008046761528135942,6.369261118197888e-4
cerrd,epanechnikov,1,1900,4,0.026904812329044195,0.1561107883660824,0.8631668197865625,284,272,88.04031559281424,88.04031559281424,-0.062381538100270396,0.016536356326342334,0.0010223854635420429
certwo,epanechnikov,1,1900,4,-0.018311074375600506,0.1456430724869411,0.8999490731894986,461,292,96.44342153919814,152.25754526315197,-0.06969880441851775,0.011459390244094933,0.0011803326137055348
cersum,epanechnikov,1,1900,4,0.02002196785802637,0.13897398433467464,0.8854452739943663,421,398,140.51787729445965,140.51787729445965,-0.062295632499956316,0.010992395110836007,6.849273465579576e-4
mserd,triangular,2,1900,4,0.0909344650400822,0.1518729490535705,0.5493372519417661,638,564,221.89773916826772,221.89773916826772,-0.06350568488901487,0.006207014089681099,6.139152776380255e-4
msetwo,triangular,2,1900,4,0.05219451871968213,0.1471191158167961,0.7227564557744888,722,583,235.77423500669454,262.5230810690533,-0.06438437224878532,0.004917315828322031,6.037637068561988e-4
msesum,triangular,2,1900,4,0.03725610125146712,0.14663552614605854,0.7994393030590999,756,669,280.23464035744814,280.23464035744814,-0.06341246838153952,0.004375671462999342,5.397510084507438e-4
cerrd,triangular,2,1900,4,0.11084154949899787,0.15904516493090468,0.4858536745837311,534,474,179.72421367553426,179.72421367553426,-0.06237046324180426,0.008666579215119496,6.400558268296272e-4
certwo,triangular,2,1900,4,0.07871887404404639,0.15426639219727756,0.6098561322563618,614,494,190.96336515351257,212.6283687867394,-0.06361563683260191,0.006755419352378852,6.419278706657305e-4
cersum,triangular,2,1900,4,0.06903865178819582,0.15088421843471217,0.6472682589615029,645,571,226.97369775676785,226.97369775676785,-0.06360998065029048,0.005989955307513701,6.113611345648434e-4
mserd,uniform,2,1900,4,0.05829963639288044,0.1511752527244607,0.6997612864014042,586,517,199.88782900332183,199.88782900332183,-0.0633178057298945,0.002806024106137851,5.271615353518485e-4
msetwo,uniform,2,1900,4,0.025239407483205273,0.14967763070782686,0.8660915256230606,641,466,177.03323719134988,223.73756591445897,-0.06374924655487826,0.0023286330926049906,5.151574250747454e-4
msesum,uniform,2,1900,4,0.07840094534179266,0.15650831904292656,0.6164148432169564,560,492,189.75816736811595,189.75816736811595,-0.06416512625624979,0.003191281932957761,5.175719376813792e-4
cerrd,uniform,2,1900,4,0.14975342653383208,0.16540159292879547,0.36525728013240205,487,435,161.8974714460229,161.8974714460229,-0.06202760268639536,0.005062336952857196,4.4389385968593735e-4
certwo,uniform,2,1900,4,0.06822736388030048,0.1574860290130436,0.664849109163806,537,401,143.38658639745026,181.21436592538524,-0.06243420364791215,0.0037831750287895772,4.394816766305908e-4
cersum,uniform,2,1900,4,0.1691321106358512,0.17089539848221805,0.32232954463732966,466,421,153.69303692131575,153.69303692131575,-0.0619908670046265,0.005658267235514247,4.7593827906226177e-4
mserd,epanechnikov,2,1900,4,0.10168649210177585,0.15442333872585876,0.5102222067570115,604,530,207.62620615296441,207.62620615296441,-0.0634096395328306,0.005764114687601271,5.779578262757961e-4
msetwo,epanechnikov,2,1900,4,0.04025707571531738,0.14755535643013049,0.7849862531973908,722,555,216.85683388870018,262.78544567011795,-0.06454091996361633,0.00390896486622041,5.656958894868977e-4
msesum,epanechnikov,2,1900,4,0.03775092479951274,0.1478260269130756,0.7984342449422723,712,626,256.47043538717116,256.47043538717116,-0.06382090972303192,0.003882649564706829,5.392008178684087e-4
cerrd,epanechnikov,2,1900,4,0.11703739678418874,0.15994963152498817,0.46434310333284157,505,445,168.16510514773267,168.16510514773267,-0.06228849552501338,0.008465052712919008,6.141700392491543e-4
certwo,epanechnikov,2,1900,4,0.06340640983546392,0.1534093924920247,0.6793758090239017,614,465,175.64137470214519,212.8408687959751,-0.06392096217874063,0.005621108088770156,6.025194864441286e-4
cersum,epanechnikov,2,1900,4,0.08436460535719287,0.1543834494265782,0.5847487720670295,604,530,207.72607915589288,207.72607915589288,-0.0634125712704943,0.005758369605102492,5.779441134945629e-4
